/home/studenti/lombarda/UCF-11_preprocessed/biking/v_biking_07_04.avi 0
/home/studenti/lombarda/UCF-11_preprocessed/biking/v_biking_12_02.avi 0
/home/studenti/lombarda/UCF-11_preprocessed/biking/v_biking_18_01.avi 0
/home/studenti/lombarda/UCF-11_preprocessed/biking/v_biking_24_01.avi 0
/home/studenti/lombarda/UCF-11_preprocessed/biking/v_biking_15_03.avi 0
/home/studenti/lombarda/UCF-11_preprocessed/biking/v_biking_05_03.avi 0
/home/studenti/lombarda/UCF-11_preprocessed/biking/v_biking_21_01.avi 0
/home/studenti/lombarda/UCF-11_preprocessed/biking/v_biking_18_03.avi 0
/home/studenti/lombarda/UCF-11_preprocessed/biking/v_biking_20_09.avi 0
/home/studenti/lombarda/UCF-11_preprocessed/biking/v_biking_17_04.avi 0
/home/studenti/lombarda/UCF-11_preprocessed/biking/v_biking_20_01.avi 0
/home/studenti/lombarda/UCF-11_preprocessed/biking/v_biking_13_02.avi 0
/home/studenti/lombarda/UCF-11_preprocessed/biking/v_biking_09_02.avi 0
/home/studenti/lombarda/UCF-11_preprocessed/biking/v_biking_04_02.avi 0
/home/studenti/lombarda/UCF-11_preprocessed/biking/v_biking_13_03.avi 0
/home/studenti/lombarda/UCF-11_preprocessed/biking/v_biking_25_04.avi 0
/home/studenti/lombarda/UCF-11_preprocessed/biking/v_biking_08_01.avi 0
/home/studenti/lombarda/UCF-11_preprocessed/biking/v_biking_10_02.avi 0
/home/studenti/lombarda/UCF-11_preprocessed/biking/v_biking_21_04.avi 0
/home/studenti/lombarda/UCF-11_preprocessed/biking/v_biking_05_08.avi 0
/home/studenti/lombarda/UCF-11_preprocessed/biking/v_biking_22_02.avi 0
/home/studenti/lombarda/UCF-11_preprocessed/biking/v_biking_22_05.avi 0
/home/studenti/lombarda/UCF-11_preprocessed/biking/v_biking_21_03.avi 0
/home/studenti/lombarda/UCF-11_preprocessed/biking/v_biking_11_06.avi 0
/home/studenti/lombarda/UCF-11_preprocessed/biking/v_biking_24_06.avi 0
/home/studenti/lombarda/UCF-11_preprocessed/biking/v_biking_21_11.avi 0
/home/studenti/lombarda/UCF-11_preprocessed/biking/v_biking_24_03.avi 0
/home/studenti/lombarda/UCF-11_preprocessed/biking/v_biking_21_09.avi 0
